Movie Title
12 Monkeys
1917
2 Fast 2 Furious
2001: A Space Odyssey
A League of Their Own
Across the Spiderverse and Aspen Extreme
Alien
Aliens
Alita: Battle Angel
All That Jazz
Altered States
American Movie
Annihilation
Aquaman
Arrival
Arrival and Shadow & Bone Behind the Scenes with Eric Heisserer
Back to the Future
Batman
Being John Malkovich
Best of Escape Hatch: Galaxy Quest
Best of Escape Hatch: The Matrix
Big Trouble in Little China
Blade Runner
Blade Runner 2049
Blue Velvet
Bones and All
Bound
Boyz n the Hood
Brazil
Broken Arrow
Bullitt
Burn After Reading
Call Me By Your Name
Children of Men
Civil War
Clerks
Climax
Close Encounters of the Third Kind
Cloud Atlas
Colossus: The Forbin Project
Conan the Barbarian
Constantine
Contact
Crimson Tide
Crouching Tiger Hidden Dragon
Dark City
David Lynch's Lost Highway
Demolition Man
Die Hard
District 9
Donnie Darko
Dr. Strangelove: Or How I Learned to Stop Worrying and Start Loving the Bomb
Dragonslayer
Drive
Dune
Dune: Part Two
Edge of Tomorrow
Election
Elvis
Enemy
Enemy Mine
Episode 250: The Empire Strikes Back
Eraserhead
Escape from New York
Euphoria
Event Horizon
Ex Machina
Excalibur
Face/Off
Flash Gordon
Flight of the Navigator
Frank Herbert's Dune
GATTACA
Galaxy Quest
Game Night
Ghost in the Shell
Ghostbusters
Gladiator
Glengarry Glen Ross
God Emperor of Dune
Good Will Hunting
Gravity
Grease
Hackers
Halloween
Harakiri
Heat
Heavy Metal
Her
Heretics of Dune
High and Low
Highlander
I Love You to Death
Incendies
Inception
Inherent Vice
Inside Llewyn Davis
Inside Man
Interstellar
Invasion of the Body Snatchers
Jaws
Jodorowsky's Dune
Johnny Mnemonic
Jurassic Park
Kill Bill: Vol. 1
Kill Bill: Vol. 2
King of New York
Kiss Kiss Bang Bang
Krull
Labyrinth
Lady Bird
Ladyhawke
Lawrence of Arabia
Legend
Little Women
Logan's Run
Mad Max: Fury Road
Mail Bag
Malcolm and Marie
Manhunter
Marathon Man
Master and Commander: The Far Side of the World
Memento
Michael Clayton
Midsommar
Miller's Crossing
Mission Impossible: Fallout
Mulholland Drive
Natural Born Killers
Nausicaä of the Valley of the Wind
Network
No Country for Old Men
Noah
Out of Sight
Outland
Poltergeist
Polytechnique
Popeye
Predator
Prince of Darkness
Prisoners
Pulp Fiction
Raiders of the Lost Ark
Raising Arizona
Rango
Real Genius
Rear Window
Red Dawn
Repo Man
Rogue One
Rollerball
Ronin
Rounders
Seven Samurai
Showgirls
Sicario
Skyfall
Sneakers
Solarbabies
Source Code
Southland Tales
Spectre
Speed
Speed Racer
Spider-Man 2
Spider-Man: Into the Spider-Verse
Star Trek II: The Wrath of Khan
Star Trek IV: The Voyage Home
Star Trek: The Motion Picture
Star Wars: Episode VIII - The Last Jedi
Starship Troopers
Sunshine
Superman
Superman III
TENET
TRON
TRON: Legacy
Terminator 2 - Judgment Day
The Adventures of Buckaroo Banzai Across the 8th Dimension
The Andromeda Strain
The Big Lebowski
The Black Hole
The Bourne Identity
The Chronicles of Riddick
The Dark Crystal
The Dead Zone
The Devil's Advocate
The Fifth Element
The French Connection
The French Dispatch
The Fugitive
The Godfather
The Godfather Part II
The Goonies
The Greatest Showman
The Harder They Come
The Hudsucker Proxy
The Hunt for Red October
The King
The King of Comedy
The Last Boyscout
The Last Unicorn
The Last of the Mohicans
The Long Kiss Goodnight
The Lord of the Rings: The Fellowship of the Ring
The Matrix
The Matrix Reloaded
The NeverEnding Story
The Princess Bride
The Rocketeer
The Running Man
The Social Network
The Terminator
The Thin Red Line
The Thing
The Three Musketeers
The Transformers: The Movie
The Warriors
They Live
Three Days of the Condor
Time Bandits
Tinker Tailor Soldier Spy
To Live and Die in L.A.
Tombstone
Total Recall
Trading Places
Train to Busan
Tremors
True Grit
Twilight
Videodrome
WarGames
Warrior
X-Men
Zardoz
